Year,OC-21-01_depth(cm),OC-21-01_LOI,OC-21-01_porosity,OC-21-01_dbd,OC-21-01_elevNAVD88,OC-21-01_mean,OC-21-01_d5,OC-21-01_d50,OC-21-01_d95,OC-21-01_percentclay,OC-21-01_percentsilt,OC-21-01_percentsand,OC-21-01_MAR,OC-21-01_uMAR,OC-21-01_SAR,OC-21-01_uSAR,OC-21-02_depth(cm),OC-21-02_LOI,OC-21-02_porosity,OC-21-02_dbd,OC-21-02_elevNAVD88,OC-21-02_mean,OC-21-02_d5,OC-21-02_d50,OC-21-02_d95,OC-21-02_percentclay,OC-21-02_percentsilt,OC-21-02_percentsand,OC-21-02_MAR,OC-21-02_uMAR,OC-21-02_SAR,OC-21-02_uSAR,OC-21-03_depth(cm),OC-21-03_LOI,OC-21-03_porosity,OC-21-03_dbd,OC-21-03_elevNAVD88,OC-21-03_mean,OC-21-03_d5,OC-21-03_d50,OC-21-03_d95,OC-21-03_percentclay,OC-21-03_percentsilt,OC-21-03_percentsand,OC-21-03_MAR,OC-21-03_uMAR,OC-21-03_SAR,OC-21-03_uSAR,meanmsl,stdmsl,meanlineartrend,stdlineartrend,OC-21-01_distance,OC-21-02_distance,OC-21-03_distance,MHWhistorical,MLWhistorical,OC-21-01_position,OC-21-02_position,OC-21-03_position,OC-21-01_inundationfraction,OC-21-02_inundationfraction,OC-21-03_inundationfraction,agriculture,developed,forest,clearedforest,waterintertidal
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.83227908565866,,0.8718962721313332,0.33947487818377076,,,,,,,,,0.021282721733657382,0.014826522440290257,0.06269850288831542,0.043420666591961525,,,,,,,,,,,,,,,,,,,,
1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.76983985384981,,0.871971524033151,0.33927546072298376,,,,,,,,,0.021313790690011,0.01403985652334853,0.06282626278918547,0.04122884773855175,,,,,,,,,,,,,,,,,,,,
1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.70639088050932,,0.8720527961690838,0.33906008964749856,,,,,,,,,0.021347363431711355,0.013408845429551196,0.062964430551112,0.03948084353783983,,,,,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.641989016576744,,0.872140115472502,0.33882869358382245,,,,,,,,,0.021383453703444175,0.012940747916520032,0.06311307880792977,0.038191314954993325,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.57669111299162,,0.8722335088767765,0.33858120115846274,,,,,,,,,0.021422075249895194,0.012642822741876825,0.0632722801934735,0.03737492295517987,,,,,,,,,,,,,,,,,,,,
1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.51055402069346,,0.872333003315278,0.3383175409979267,,,,,,,,,0.021463241815750145,0.012522328663243336,0.06344210734157796,0.037046328503567046,,,,,,,,,,,,,,,,,,,,
1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.44343498161552,,0.8726396622926628,0.3375048947958955,,,,,,,,,0.02156802198589669,0.012558948325444975,0.06395275416999563,0.03725783356921409,,,,,,,,,,,,,,,,,,,,
1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37491909123347,,0.87345890496637,0.3353339017549874,,,,,,,,,0.021833151772893054,0.0126968119682449,0.0653193279775414,0.038025867027202724,,,,,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,,,,47.42661900771101,,0.9097945189932607,0.2390445251895275,,,,,,,,,0.034099172303249645,0.031401082314287225,0.14926663691958725,0.13543820812673737,42.30485401322157,,0.8747023880203744,0.33203867166851303,,,,,,,,,0.022238809559774902,0.012917881657060282,0.06742066472983697,0.039250915377051165,,,,,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,,,,47.27342662189141,,0.910691286504988,0.23666809104355388,,,,,,,,,0.03304942611712646,0.02811168270780373,0.14844207288064507,0.12198493507740668,42.233093640179796,,0.8762742377281898,0.3278732699182029,,,,,,,,,0.022762916175344546,0.01320499512957217,0.0701233350889429,0.04083164482751136,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,,,,,,,,,,,47.12082171983829,,0.9116061852931645,0.2342436090523886,,,,,,,,,0.032339697473688964,0.025618603579650765,0.14788458886734557,0.1126789643688654,42.1594918647081,,0.87807858036333,0.32309176188578753,,,,,,,,,0.023383392448404264,0.013540990123461608,0.07329390971691976,0.04266672158733524,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,46.96881030216369,,0.9125387965656299,0.2317721890133973,,,,,,,,,0.03190343918310235,0.0238304699445069,0.14754191279682172,0.10675897610975743,42.08390257940644,,0.8800195421993087,0.3179482129529975,,,,,,,,,0.02407815920775637,0.01390870437640965,0.07679895927582811,0.04465481186527475,,,,,,,,,,,,,,,,,,,,
1852,,,,,,,,,,,,,,,,,46.817398369479626,,0.9134887015302237,0.2292549407239455,,,,,,,,,0.03167410405553184,0.022655906817050715,0.14736177258620642,0.10346365040872668,42.0061796768748,,0.88200124950964,0.31269668850156335,,,,,,,,,0.024825137282203143,0.014290975626097335,0.08050505442772855,0.04669458187008182,,,,,,,,,,,,,,,,,,,,
1853,,,,,,,,,,,,,,,,,46.66659192239813,,0.9144554813947854,0.22669297398139887,,,,,,,,,0.031585144901142635,0.022003539211960774,0.14729189615263255,0.10203166737441713,41.926177049713125,,0.8839278285678377,0.3075912539132156,,,,,,,,,0.025602247500546897,0.014670641610205709,0.08427876583468163,0.048684697810508375,,,,,,,,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,,,,46.51639696153124,,0.915438717367155,0.22408739858312302,,,,,,,,,0.03157001453009995,0.021781992143915664,0.14728001141323305,0.10170170711547266,41.84374859052141,,0.8857034056474153,0.3028859745696848,,,,,,,,,0.026387410691589917,0.01503054006641583,0.08798666415874792,0.05052382589530636,,,,,,,,,,,,,,,,,,,,
1855,,,,,,,,,,,,,,,,,46.37699167058499,,0.916368060779974,0.22162463851570643,,,,,,,,,0.03233543666165673,0.022785080501791045,0.1516571292248561,0.10737457631747747,41.75874819189957,,0.887232107021887,0.29883491585270133,,,,,,,,,0.027158547684134504,0.015353508732408733,0.09149532006198803,0.052110632333227706,,,,,,,,,,,,,,,,,,,,
1856,,,,,,,,,,,,,,,,,46.255884780201974,,0.9171925237100943,0.2194398117933486,,,,,,,,,0.03464672452911546,0.02581998918330226,0.1649542892633531,0.12450934402923909,41.671029746447594,,0.8884180589647664,0.29569214314399594,,,,,,,,,0.02789357930698295,0.015622385345865469,0.0946713042064625,0.05334378333302435,,,,,,,,,,,,,,,,,,,,
1857,,,,,,,,,,,,,,,,,46.14013131905443,,0.9180024111930885,0.21729361005290437,,,,,,,,,0.037890941199611,0.030079909151132105,0.18380072791065738,0.1485603935926524,41.580447146765444,,0.8891653877495675,0.2937117218252991,,,,,,,,,0.028570426388937562,0.015820007644467088,0.09738118725423191,0.05412194510344822,,,,,,,,,,,,,,,,,,,,
1858,,,,,,,,,,,,,,,,,46.01660655981887,,0.9188892673991147,0.21494344122424017,,,,,,,,,0.04144236101204907,0.03474321179387471,0.20475274625132978,0.17488889831499238,41.48679986791855,,0.8893816866172387,0.29313852981427946,,,,,,,,,0.029169007596762834,0.015930182309245356,0.09949879933053252,0.05434993520330928,,,,,,,,,,,,,,,,,,,,
1859,,,,,,,,,,,,,,,,,45.87218577517179,,0.919944636498332,0.21214671323722237,,,,,,,,,0.04467525830533539,0.03898826850012421,0.224366645369931,0.19885603150353415,41.38676642533209,,0.8892288171703296,0.29354363384626536,,,,,,,,,0.029792335153507474,0.01600175726561532,0.10137814809800423,0.05434562825960567,,,,,,,,,,,,,,,,,,,,
1860,,,,,,,,,,,,,,,,,45.69374423778972,,0.9212600626608989,0.20866083402171734,,,,,,,,,0.046963907418375694,0.041993450658474714,0.23919872635102174,0.2158229664655527,41.27947132002969,,0.8888822296545322,0.2944620907578609,,,,,,,,,0.030479642621348568,0.01606897395120978,0.103242042448045,0.05433460295462589,,,,,,,,,,,,,,,,,,,,
1861,,,,,,,,,,,,,,,,,45.46418636732656,,0.9229716677262622,0.20412508068003501,,,,,,,,,0.04768527199421342,0.04290507401315707,0.24589554692799015,0.22110158811861705,41.16633958780044,,0.8884025477339936,0.29573324783999816,,,,,,,,,0.031190578805132867,0.016130534185009527,0.10504294567022347,0.054316895441953165,,,,,,,,,,,,,,,,,,,,
1862,,,,,,,,,,,,,,,,,44.98301822571306,,0.9271981663220301,0.19292485922324298,,,,,,,,,0.0467677787186581,0.03966561395089946,0.24832013639804482,0.21023458353545374,41.04879626443343,,0.8878503950728606,0.2971964523836093,,,,,,,,,0.03188479250970714,0.016185139785995357,0.10673332105410838,0.05429254187517072,,,,,,,,,,,,,,,,,,,,
1863,,,,,,,,,,,,,,,,,44.50943893815107,,0.9306596062752522,0.18375204307633297,,,,,,,,,0.045161923215183204,0.03479202424326708,0.2493987583736531,0.1922953514801856,40.92826638571773,,0.8872863953352799,0.2986910516796265,,,,,,,,,0.03252193253991813,0.01623149257314807,0.10826563188926841,0.054261578407861784,,,,,,,,,,,,,,,,,,,,
1864,,,,,,,,,,,,,,,,,44.25516634284227,,0.9313873853785843,0.18182342829223117,,,,,,,,,0.04293096771119276,0.030264699212062665,0.24313877298561598,0.17105564958561387,40.80617498744247,,0.8867711721853985,0.3000563930189819,,,,,,,,,0.0330616477006126,0.01626829436544845,0.10959234146527226,0.05422404119360958,,,,,,,,,,,,,,,,,,,,
1865,,,,,,,,,,,,,,,,,44.050579181071434,,0.9319572597400556,0.1803132611012597,,,,,,,,,0.03973321741948852,0.025083912204571682,0.226803818437295,0.14322828769586007,40.68394710539672,,0.8863653492873633,0.30113182369260766,,,,,,,,,0.033463586796637315,0.0162942469818773,0.11066591307168859,0.05417996638599733,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,43.87902741098686,,0.9323765447018598,0.17920215584925453,,,,,,,,,0.03617927003578221,0.019924355926979432,0.20549614423747922,0.11365663031607198,40.56300777536958,,0.886129550305321,0.3017566909914358,,,,,,,,,0.033687398632839025,0.016308052241415415,0.11143880999808613,0.05412939013860825,,,,,,,,,,,,,,,,,,,,
1867,,,,,,,,,,,,,,,,,43.72410605056476,,0.9326489178390245,0.17848036696519734,,,,,,,,,0.032880743591090014,0.015463099126617502,0.18432470771975967,0.08719367757239983,40.44445597466015,,0.8861415140534269,0.3017249870542048,,,,,,,,,0.03369796870314006,0.01626819368804313,0.11189086659057505,0.05393513862347017,,,,,,,,,,,,,,,,,,,,
1868,,,,,,,,,,,,,,,,,43.56941011778136,,0.9327780567265771,0.17813814887807006,,,,,,,,,0.030449256116428125,0.012377210550817487,0.16839846621772747,0.06869242959099382,40.326796271764735,,0.8865365208460766,0.30067821901979985,,,,,,,,,0.03352295730058881,0.015931611818835928,0.11218960956287144,0.05278290474479433,,,,,,,,,,,,,,,,,,,,
1869,,,,,,,,,,,,,,,,,43.403799802142686,,0.9327429989119644,0.17823105211185267,,,,,,,,,0.02919915753326411,0.010952386296234943,0.16063558080560963,0.060484694794474936,40.20914965879808,,0.8872881667973266,0.2986863571881531,,,,,,,,,0.03321483551011629,0.015326105061265806,0.11240132666625556,0.05079964681890017,,,,,,,,,,,,,,,,,,,,
1870,,,,,,,,,,,,,,,,,43.24106968642056,,0.9324712635084226,0.1789511510925397,,,,,,,,,0.028172295162938295,0.00984386581329766,0.15432040486526213,0.054189572183786956,40.09095682973116,,0.8883430793746762,0.29589083877883177,,,,,,,,,0.03282367400746258,0.014534252393062042,0.11256156961597517,0.04830056894122753,,,,,,,,,,,,,,,,,,,,
1871,,,,,,,,,,,,,,,,,43.0831933679472,,0.9320331155791826,0.18011224335915305,,,,,,,,,0.027259396201687342,0.008884694044601606,0.14865023082918538,0.04873253007277272,39.97165847853499,,0.8896478860456252,0.29243310101140285,,,,,,,,,0.03239954346836781,0.013638632791953915,0.11270589012727814,0.04560087520721631,,,,,,,,,,,,,,,,,,,,
1872,,,,,,,,,,,,,,,,,42.929785767601906,,0.9315145561893291,0.181486426032211,,,,,,,,,0.02649410871345824,0.008099315345088457,0.14385720757640863,0.04425691924991538,39.850695299180536,,0.8911492142776732,0.28845458110543337,,,,,,,,,0.03199251456857208,0.012721825235670706,0.11286983991541222,0.043015769712306376,,,,,,,,,,,,,,,,,,,,
1873,,,,,,,,,,,,,,,,,42.78046180626397,,0.9310015864039467,0.18284579623223168,,,,,,,,,0.025910080762197963,0.0075121740696999055,0.14017348398596097,0.040906090503698075,39.72750798563879,,0.8927936915383199,0.28409671628049066,,,,,,,,,0.031652657983815474,0.011866408701941692,0.11308897069562525,0.04086045655193761,,,,,,,,,,,,,,,,,,,,
1874,,,,,,,,,,,,,,,,,42.63483640481265,,0.9305802072881204,0.18396245107973333,,,,,,,,,0.025540960411853483,0.007147714573377636,0.13783120893687162,0.03882339462260399,39.60153723188074,,0.8945279452950649,0.27950094375614165,,,,,,,,,0.031430044389838104,0.011154962168496154,0.11339883418316506,0.03945013982154989,,,,,,,,,,,,,,,,,,,,
1875,,,,,,,,,,,,,,,,,42.49254428958853,,0.9303361079293712,0.1846093144360603,,,,,,,,,0.02542087034659673,0.007030180187128391,0.1370642938165772,0.03815091937999368,39.472289730784084,0.3026995280979307,0.8963247950503657,0.2747392918639392,-0.27874497015731936,31.76439861757103,6.5,28.371653918393765,71.418110658193,3.7538173146900866,86.04403209708758,10.202150469138116,0.03137157338913498,0.010665565961538146,0.11390127506274292,0.03907472016740495,,,,,,,,,,,,,,,,,,,,
1876,,,,,,,,,,,,,,,,,42.35998550512821,,0.9302157129890565,0.18492836101194302,,,,,,,,,0.02573674011501406,0.007094776360497053,0.13862676569042573,0.03848051245355977,39.34108435496213,0.2980544023828556,0.8988424207671756,0.26806758382833207,-0.2775029589345758,32.60156138475892,6.5,30.081521929180628,73.3417121703282,3.7307788002941455,84.90493629576386,11.364281513365004,0.03141635509709902,0.010320399711115617,0.11639247559993446,0.039209065291297064,,,,,,,,,,,,,,,,,,,,
1877,,,,,,,,,,,,,,,,,42.23869128353055,,0.9301243712135601,0.18517041670705026,,,,,,,,,0.02652526002913304,0.007252754117653957,0.1425442409983257,0.039286572190864295,39.20799863743725,0.29414894846150036,0.9021564346720535,0.2592854472517035,-0.27619593062345565,33.382335790919896,6.5,31.682493329984048,75.14280499623206,3.7092981858792795,83.84231438571338,12.44837804814266,0.03150803493797177,0.010040138066370953,0.12108683931749004,0.03948410481391531,,,,,,,,,,,,,,,,,,,,
1878,,,,,,,,,,,,,,,,,42.12311610574518,,0.9300524674169985,0.18536096175918038,,,,,,,,,0.027645998085506863,0.0074707219287085975,0.14814631648022786,0.040398722911835994,39.07217166343932,0.2909779967989249,0.9059557525343506,0.24921725527649677,-0.27482836957300444,34.092669222318605,6.5,33.11582050078127,76.75529806337892,3.6897906806577816,82.87443290168508,13.435760675854516,0.031626605431939105,0.009795760058300209,0.12720300746645546,0.039839816295817315,,,,,,,,,,,,,,,,,,,,
1879,,,,,,,,,,,,,,,,,42.00771445272174,,0.9299903864134884,0.18552547640613154,,,,,,,,,0.028958522280688702,0.007715288263770469,0.1547625888760829,0.041646588936403654,38.93274251819825,0.28853637786018915,0.9099292901234171,0.23868738104515533,-0.2734047601322677,34.71850906521963,6.5,34.322755821549514,78.1131002992432,3.6726714938419445,82.01955837842779,14.307749998884011,0.031752059099186894,0.009558244717899442,0.13395962129787647,0.040216177297560676,,,,,,,,,,,,,,,,,,,,
1880,,,,,,,,,,,,,,,,,41.88694080540986,,0.9299285130171463,0.18568944088570202,,,,,,,,,0.030322400611231745,0.007953061592949064,0.1617226549258416,0.04285979458449602,38.78885028694393,0.28681892211035326,0.9137659632086038,0.22852019770012258,-0.2719295866502911,35.2458027058876,6.5,35.244551672266034,79.15012063129929,3.658355834644062,81.29595735069044,15.045666619614575,0.03186438845990101,0.009298571076164705,0.14057532206279888,0.04055316537970302,,,,,,,,,,,,,,,,,,,,
1881,,,,,,,,,,,,,,,,,41.75524964475915,,0.9298572320420885,0.18587833543568996,,,,,,,,,0.031597201073689164,0.008150650386353878,0.16835611136945464,0.04386796417604184,38.63963405490624,0.2858204600144772,0.9171546875592617,0.21954007838384182,-0.2704073334761203,35.66049753058713,6.5,35.822460432908045,79.80026798702156,3.6472589122764263,80.7218963532219,15.630831140429645,0.031943586034267314,0.008987718164092053,0.1462687510122685,0.04079075810280195,,,,,,,,,,,,,,,,,,,,
1882,,,,,,,,,,,,,,,,,41.607095451719246,,0.9297669283024315,0.18611764029389363,,,,,,,,,0.032642491664614165,0.008274663114094404,0.17399255494687285,0.04450072203096988,38.48417514776045,0.28553843312356214,0.9197904787632353,0.21255523172056429,-0.2688417514776045,35.94919422360026,6.5,36.0,80.0,3.639777325870007,80.3152081297257,16.04507115123299,0.031969161017615794,0.008595448023136408,0.15027170957253652,0.04085786546665782,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,41.43364219138214,,0.9296403981442285,0.18645294512323818,,,,,,,,,0.033352061040318466,0.008267544276455556,0.17814032632693813,0.04446440833011204,38.316153286670804,0.2862260664690939,0.922110864216113,0.20640621016106553,-0.267161532866708,36.17598331013048,6.5,36.0,80.0,3.6340845134609094,80.03282297671548,16.338570400820117,0.031876044096586585,0.007980488375588703,0.15347022619190734,0.03954573785626084,,,,,,,,,,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,41.204036136905344,,0.929411634469746,0.18705916859677665,,,,,,,,,0.033993056280563046,0.00788607193563498,0.18217204197308412,0.04251848624992156,38.13606386909496,0.28786665816677487,0.9244000719076523,0.20033980961886597,-0.2653606386909496,36.38183998169038,6.5,36.0,80.0,3.628960505784902,79.8159108110921,16.570639012650474,0.031658244704962764,0.007154315710111306,0.15659171154444854,0.03661370473825192,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,40.94134890204703,,0.9291430272905956,0.1877709772691029,,,,,,,,,0.03456719603190655,0.007233967491084329,0.18589821566944176,0.039193315158204574,37.95008196745576,0.29019452912412064,0.9264579228612627,0.19488650441519073,-0.26350081967455763,36.55449455053414,6.5,36.0,80.0,3.624691517239106,79.6346585650524,16.764780570109124,0.03135771592103484,0.006249939497660663,0.1593535481789483,0.03284056377633246,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,40.68259076685469,,0.928929560977195,0.18833666270536806,,,,,,,,,0.03496413475804546,0.006511847892661878,0.18852445288730363,0.035513702592560134,37.76438265417604,0.2929440002486467,0.9280842381003545,0.19057676887126487,-0.2616438265417604,36.6816773289159,6.5,36.0,80.0,3.6215637622206427,79.45925317079327,16.944498656581157,0.031016410823093327,0.005400369209193216,0.16147311864419472,0.029005112634203863,,,,,,,,,,,,,,,,,,,,
1887,,,,,,,,,,,,,,,,,40.463868987030324,,0.928866421931369,0.1885039810822827,,,,,,,,,0.035061723903923266,0.005913874117748209,0.18921973336182513,0.032471252511341045,37.58514100167862,0.2958493924478684,0.929078838648337,0.18794107730831344,-0.2598514100167862,36.75111862908989,6.5,36.0,80.0,3.619863455126631,79.25988156051156,17.133296855451643,0.030676282489428747,0.004738614315665407,0.16266780548897591,0.02588614897556754,,,,,,,,,,,,,,,,,,,,
1888,,,,,,,,,,,,,,,,,40.27761435870005,,0.9290208538385242,0.18809473654438458,,,,,,,,,0.03440603319933162,0.005355212352087171,0.18634001067274025,0.029625388863328488,37.41709778406496,0.29895336016556295,0.9293594945097583,0.18719733923486417,-0.2581709778406496,36.759816851597954,6.491306227294717,36.0,80.0594644120854,3.6290263716985787,79.01505710753923,17.34524750108674,0.030361950058337018,0.004353005066022831,0.16269421658739938,0.024034971502417485,,,,,,,,,,,,,,,,,,,,
1889,,,,,,,,,,,,,,,,,40.105907022626624,,0.9293565298465774,0.18720519516060832,,,,,,,,,0.0330791188130824,0.004770410440836895,0.18051234613853753,0.02664283220704842,37.25515735039622,0.30361138255985026,0.9295064087987858,0.18680801634339403,-0.25655157350396224,36.75607361976123,6.430492010017437,36.0,80.49012613560694,3.694699159152347,78.75411561699977,17.543844253235125,0.03000533808375432,0.004056597384000112,0.16171507978677507,0.022569327617172206,,,,,,,,,,,,,,,,,,,,
1890,,,,,,,,,,,,,,,,,39.94406940669552,,0.9298162111835153,0.18598703967422997,,,,,,,,,0.031449911659174955,0.004204518523021016,0.17335704444907918,0.02375991606152404,37.09719743571659,0.30929444019796426,0.9296277741573234,0.18648639812188306,-0.2549719743571658,36.74993818021627,6.3308129172292915,36.0,81.23885027411188,3.802341815217671,78.4793765820007,17.734034861789883,0.02961497274572044,0.0038034326745051274,0.16002477997377418,0.021275286897469558,,,,,,,,,,,,,,,,,,,,
1891,,,,,,,,,,,,,,,,,39.78742393879221,,0.9303426590773244,0.18459195282852545,,,,,,,,,0.029887342651608674,0.0037025867376631687,0.1664944102942273,0.021212973945778528,36.94222344867149,0.3151423800955744,0.9297228426311903,0.18623446664916887,-0.2534222344867149,36.74281668003623,6.215113842691262,36.0,82.18853861820934,3.9272843216070807,78.18591812896248,17.929742450417756,0.02921590565484616,0.003586125397548398,0.15790203456559881,0.02013179624894871,,,,,,,,,,,,,,,,,,,,
1892,,,,,,,,,,,,,,,,,39.631293046802185,,0.9308786347559911,0.1831716173667707,,,,,,,,,0.028760342704382942,0.0033096652237869844,0.161544748363844,0.019238339378835092,36.789240797906395,0.32029504926835023,0.9297908662662059,0.18605420400408926,-0.25189240797906404,36.736115266294306,6.106239680164325,36.0,83.22209295850841,4.044856660033109,77.86881838430557,18.14489014278551,0.028833188421742265,0.003397290013140446,0.15562556097945118,0.019117802577248846,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,,,,,,39.471207292877565,0.19566034579231248,0.931370488416768,0.18186820526558756,-0.23073304303123826,72.88004413748602,7.465345439361054,49.62626024373357,207.21887329641058,2.9174277928089936,55.48902557450804,41.58371261310045,0.02842014275730439,0.003067900235962982,0.16005734456950457,0.018057136947208858,36.63725489206679,0.3238922947319613,0.929831097108189,0.18594759226548194,-0.2503725489206679,36.73124008606368,6.027035323409462,36.0,84.22241508561821,4.130388812208286,77.52315547445042,18.393401062559892,0.02849187265701953,0.0032295409812917943,0.15347407663253346,0.018212252788009132,,,,,,,,,,,,,,,,,,,,
1894,,,,,,,,,,,,,,,,,39.311673221650224,0.21052473610981626,0.93190936820684,0.180440173998697,-0.22921406038303963,65.28406901080746,7.275992628882931,47.49968453625545,181.13951677662791,3.0198519826230954,59.55014895328549,37.4210233214591,0.02842621233440783,0.0028945357187967697,0.16035786958992776,0.017235062410290297,36.4852838088157,0.3250789188220506,0.9298421455841106,0.18591831380207638,-0.24885283808815706,36.73105234687175,6.0,36.0,85.07458606311332,4.159541849638009,77.14297688547602,18.690395010526778,0.028216765968898765,0.0030755421251381374,0.15172260670709126,0.017394111228777234,,,,,,,,,,,,,,,,,,,,
